index,campaign,pdays,pdays_d,previous,poutcome,y
2463,5,-1,-1,0,unknown,no
2464,4,314,314,4,failure,no
2465,3,-1,-1,0,unknown,no
2466,2,355,355,1,failure,no
2467,2,-1,-1,0,unknown,no
2468,2,-1,-1,0,unknown,no
2469,2,-1,-1,0,unknown,no
2470,5,364,364,8,failure,no
2471,2,-1,-1,0,unknown,no
2472,5,-1,-1,0,unknown,no
2473,2,-1,-1,0,unknown,no
2474,2,-1,-1,0,unknown,no
2475,2,-1,-1,0,unknown,no
2476,2,-1,-1,0,unknown,no
2477,4,-1,-1,0,unknown,no
2478,2,300,300,1,failure,no
2479,2,329,329,15,other,no
2480,3,-1,-1,0,unknown,no
2481,2,-1,-1,0,unknown,no
2482,2,-1,-1,0,unknown,no
2483,3,-1,-1,0,unknown,no
2484,4,279,279,2,other,no
2485,5,-1,-1,0,unknown,no
2486,24,-1,-1,0,unknown,no
2487,20,-1,-1,0,unknown,no
2488,3,-1,-1,0,unknown,no
2489,2,-1,-1,0,unknown,no
2490,2,-1,-1,0,unknown,no
2491,5,-1,-1,0,unknown,no
2492,6,-1,-1,0,unknown,no
2493,2,350,350,2,failure,no
2494,2,-1,-1,0,unknown,no
2495,2,-1,-1,0,unknown,no
2496,1,155,155,2,failure,no
2497,2,-1,-1,0,unknown,no
2498,4,-1,-1,0,unknown,no
2499,3,-1,-1,0,unknown,no
2500,7,-1,-1,0,unknown,no
2501,2,-1,-1,0,unknown,no
2502,4,-1,-1,0,unknown,no
2503,2,346,346,6,failure,no
2504,3,369,369,4,failure,no
2505,9,-1,-1,0,unknown,no
2506,5,-1,-1,0,unknown,no
2507,5,-1,-1,0,unknown,no
2508,2,349,349,3,success,no
2509,2,355,355,4,failure,no
2510,2,356,356,4,failure,no
2511,1,-1,-1,0,unknown,no
2512,3,348,348,3,failure,no
2513,3,364,364,3,other,no
2514,2,356,356,4,failure,no
2515,2,336,336,6,other,no
2516,4,-1,-1,0,unknown,no
2517,4,-1,-1,0,unknown,no
2518,20,-1,-1,0,unknown,no
2519,9,-1,-1,0,unknown,no
2520,2,-1,-1,0,unknown,no
2521,23,-1,-1,0,unknown,no
2522,7,-1,-1,0,unknown,no
2523,4,301,301,1,failure,no
2524,4,-1,-1,0,unknown,no
2525,2,-1,-1,0,unknown,no
2526,4,-1,-1,0,unknown,no
2527,3,-1,-1,0,unknown,no
2528,8,-1,-1,0,unknown,no
2529,3,-1,-1,0,unknown,no
2530,7,-1,-1,0,unknown,no
2531,3,350,350,5,other,no
2532,3,-1,-1,0,unknown,no
2533,2,-1,-1,0,unknown,no
2534,4,-1,-1,0,unknown,no
2535,2,291,291,5,failure,yes
2536,3,-1,-1,0,unknown,no
2537,3,-1,-1,0,unknown,no
2538,2,-1,-1,0,unknown,no
2539,6,-1,-1,0,unknown,no
2540,31,-1,-1,0,unknown,no
2541,12,-1,-1,0,unknown,no
2542,6,-1,-1,0,unknown,no
2543,2,-1,-1,0,unknown,yes
2544,2,-1,-1,0,unknown,no
2545,9,-1,-1,0,unknown,no
2546,2,-1,-1,0,unknown,no
2547,11,-1,-1,0,unknown,no
2548,4,-1,-1,0,unknown,no
2549,2,355,355,1,failure,no
2550,7,-1,-1,0,unknown,no
2551,2,-1,-1,0,unknown,no
2552,2,-1,-1,0,unknown,no
2553,4,349,349,1,failure,no
2554,2,-1,-1,0,unknown,no
2555,4,-1,-1,0,unknown,no
2556,3,-1,-1,0,unknown,no
2557,2,-1,-1,0,unknown,no
2558,5,-1,-1,0,unknown,no
2559,4,-1,-1,0,unknown,no
2560,6,355,355,1,other,yes
2561,2,-1,-1,0,unknown,no
2562,3,-1,-1,0,unknown,no
2563,4,-1,-1,0,unknown,no
2564,2,-1,-1,0,unknown,no
2565,4,-1,-1,0,unknown,no
2566,2,360,360,1,failure,no
2567,5,-1,-1,0,unknown,no
2568,4,-1,-1,0,unknown,yes
2569,2,368,368,1,failure,no
2570,2,-1,-1,0,unknown,no
2571,2,-1,-1,0,unknown,no
2572,2,-1,-1,0,unknown,no
2573,4,-1,-1,0,unknown,no
2574,3,-1,-1,0,unknown,no
2575,2,-1,-1,0,unknown,no
2576,4,-1,-1,0,unknown,no
2577,4,356,356,2,other,no
2578,2,-1,-1,0,unknown,no
2579,2,-1,-1,0,unknown,no
2580,19,-1,-1,0,unknown,no
2581,3,-1,-1,0,unknown,no
2582,4,355,355,1,failure,no
2583,3,374,374,1,failure,no
2584,2,-1,-1,0,unknown,no
2585,3,-1,-1,0,unknown,no
2586,2,-1,-1,0,unknown,no
2587,4,-1,-1,0,unknown,no
2588,2,-1,-1,0,unknown,no
2589,3,329,329,3,failure,no
2590,11,-1,-1,0,unknown,no
2591,2,-1,-1,0,unknown,no
2592,3,-1,-1,0,unknown,no
2593,5,-1,-1,0,unknown,no
2594,2,279,279,4,failure,no
2595,2,-1,-1,0,unknown,yes
2596,2,362,362,1,failure,no
2597,3,-1,-1,0,unknown,no
2598,12,-1,-1,0,unknown,no
2599,4,355,355,1,other,no
2600,3,-1,-1,0,unknown,no
2601,1,-1,-1,0,unknown,no
2602,2,-1,-1,0,unknown,no
2603,2,-1,-1,0,unknown,yes
2604,2,-1,-1,0,unknown,no
2605,1,183,183,2,failure,no
2606,1,-1,-1,0,unknown,no
2607,1,170,170,1,failure,no
2608,1,93,93,3,success,yes
2609,5,-1,-1,0,unknown,no
2610,2,-1,-1,0,unknown,no
2611,5,-1,-1,0,unknown,no
2612,1,310,310,1,other,no
2613,4,-1,-1,0,unknown,no
2614,1,-1,-1,0,unknown,no
2615,13,-1,-1,0,unknown,no
2616,2,-1,-1,0,unknown,no
2617,6,-1,-1,0,unknown,no
2618,1,-1,-1,0,unknown,no
2619,2,183,183,2,failure,yes
2620,2,-1,-1,0,unknown,no
2621,9,-1,-1,0,unknown,no
2622,1,-1,-1,0,unknown,no
2623,2,285,285,1,failure,no
2624,6,321,321,5,failure,no
2625,1,-1,-1,0,unknown,no
2626,13,-1,-1,0,unknown,yes
2627,1,-1,-1,0,unknown,no
2628,3,-1,-1,0,unknown,no
2629,4,-1,-1,0,unknown,no
2630,1,-1,-1,0,unknown,yes
2631,12,-1,-1,0,unknown,no
2632,12,-1,-1,0,unknown,no
2633,1,-1,-1,0,unknown,no
2634,6,-1,-1,0,unknown,no
2635,2,-1,-1,0,unknown,no
2636,7,-1,-1,0,unknown,no
2637,1,14,14,9,failure,no
2638,4,-1,-1,0,unknown,no
2639,5,-1,-1,0,unknown,no
2640,3,-1,-1,0,unknown,no
2641,12,-1,-1,0,unknown,no
2642,5,135,135,1,failure,no
2643,1,10,10,6,failure,yes
2644,11,-1,-1,0,unknown,yes
2645,2,-1,-1,0,unknown,no
2646,3,-1,-1,0,unknown,no
2647,6,-1,-1,0,unknown,no
2648,1,-1,-1,0,unknown,no
2649,5,-1,-1,0,unknown,no
2650,1,-1,-1,0,unknown,no
2651,1,-1,-1,0,unknown,no
2652,7,-1,-1,0,unknown,no
2653,1,-1,-1,0,unknown,no
2654,4,-1,-1,0,unknown,no
2655,9,-1,-1,0,unknown,no
2656,1,101,101,2,failure,no
2657,2,-1,-1,0,unknown,no
2658,2,195,195,1,other,yes
2659,2,133,133,1,failure,yes
2660,19,-1,-1,0,unknown,no
2661,1,-1,-1,0,unknown,no
2662,4,-1,-1,0,unknown,no
2663,1,-1,-1,0,unknown,no
2664,3,-1,-1,0,unknown,no
2665,1,101,101,1,other,yes
2666,1,-1,-1,0,unknown,no
2667,5,-1,-1,0,unknown,no
2668,1,-1,-1,0,unknown,no
2669,1,-1,-1,0,unknown,no
2670,2,-1,-1,0,unknown,no
2671,3,103,103,2,failure,no
2672,3,-1,-1,0,unknown,no
2673,2,-1,-1,0,unknown,no
2674,1,187,187,3,success,yes
2675,4,-1,-1,0,unknown,no
2676,18,-1,-1,0,unknown,no
2677,1,-1,-1,0,unknown,no
2678,3,-1,-1,0,unknown,no
2679,2,-1,-1,0,unknown,no
2680,2,186,186,1,success,yes
2681,1,101,101,2,failure,no
2682,6,-1,-1,0,unknown,no
2683,4,-1,-1,0,unknown,no
2684,1,-1,-1,0,unknown,no
2685,2,-1,-1,0,unknown,no
2686,1,-1,-1,0,unknown,no
2687,1,-1,-1,0,unknown,no
2688,1,98,98,6,success,yes
2689,1,-1,-1,0,unknown,no
2690,4,-1,-1,0,unknown,no
2691,3,-1,-1,0,unknown,no
2692,3,379,379,1,failure,no
2693,13,-1,-1,0,unknown,no
2694,1,-1,-1,0,unknown,no
2695,1,-1,-1,0,unknown,no
2696,1,-1,-1,0,unknown,no
2697,4,-1,-1,0,unknown,no
2698,1,177,177,2,failure,no
2699,8,-1,-1,0,unknown,no
2700,5,-1,-1,0,unknown,no
2701,1,94,94,2,other,no
2702,3,347,347,1,failure,no
2703,3,326,326,1,failure,no
2704,6,367,367,1,other,no
2705,4,-1,-1,0,unknown,no
2706,2,-1,-1,0,unknown,no
2707,2,-1,-1,0,unknown,no
2708,3,356,356,3,other,no
2709,22,-1,-1,0,unknown,no
2710,20,-1,-1,0,unknown,no
2711,2,-1,-1,0,unknown,no
2712,4,-1,-1,0,unknown,no
2713,2,-1,-1,0,unknown,no
2714,4,-1,-1,0,unknown,no
2715,3,368,368,3,failure,yes
2716,6,-1,-1,0,unknown,no
2717,29,-1,-1,0,unknown,yes
2718,4,-1,-1,0,unknown,no
2719,6,-1,-1,0,unknown,no
2720,2,-1,-1,0,unknown,no
2721,6,-1,-1,0,unknown,no
2722,8,308,308,3,success,no
2723,2,-1,-1,0,unknown,no
2724,6,-1,-1,0,unknown,no
2725,5,-1,-1,0,unknown,no
2726,5,-1,-1,0,unknown,yes
2727,2,-1,-1,0,unknown,no
2728,7,-1,-1,0,unknown,no
2729,2,-1,-1,0,unknown,no
2730,8,-1,-1,0,unknown,no
2731,3,-1,-1,0,unknown,no
2732,3,-1,-1,0,unknown,no
2733,3,374,374,1,other,no
2734,4,341,341,3,failure,no
2735,2,-1,-1,0,unknown,no
2736,2,-1,-1,0,unknown,no
2737,7,-1,-1,0,unknown,no
2738,3,-1,-1,0,unknown,no
2739,2,-1,-1,0,unknown,no
2740,5,-1,-1,0,unknown,no
2741,9,-1,-1,0,unknown,no
2742,6,-1,-1,0,unknown,no
2743,2,-1,-1,0,unknown,no
2744,2,-1,-1,0,unknown,no
2745,2,-1,-1,0,unknown,no
2746,5,-1,-1,0,unknown,no
2747,6,-1,-1,0,unknown,no
2748,3,278,278,6,success,yes
2749,4,356,356,2,failure,no
2750,3,-1,-1,0,unknown,no
2751,3,-1,-1,0,unknown,no
2752,5,-1,-1,0,unknown,no
2753,3,-1,-1,0,unknown,no
2754,4,-1,-1,0,unknown,no
2755,8,-1,-1,0,unknown,no
2756,19,-1,-1,0,unknown,no
2757,8,190,190,2,failure,no
2758,9,-1,-1,0,unknown,no
2759,3,-1,-1,0,unknown,no
2760,5,-1,-1,0,unknown,no
2761,2,342,342,1,failure,no
2762,1,186,186,1,failure,no
2763,1,-1,-1,0,unknown,no
2764,1,-1,-1,0,unknown,no
2765,3,-1,-1,0,unknown,no
2766,3,-1,-1,0,unknown,no
2767,1,-1,-1,0,unknown,no
2768,8,-1,-1,0,unknown,no
2769,7,-1,-1,0,unknown,no
2770,8,-1,-1,0,unknown,no
2771,1,-1,-1,0,unknown,no
2772,2,-1,-1,0,unknown,no
2773,2,-1,-1,0,unknown,yes
2774,1,329,329,3,failure,no
2775,1,95,95,1,failure,no
2776,4,-1,-1,0,unknown,no
2777,2,-1,-1,0,unknown,no
2778,4,-1,-1,0,unknown,no
2779,3,298,298,6,success,yes
2780,1,-1,-1,0,unknown,no
2781,2,-1,-1,0,unknown,yes
2782,8,-1,-1,0,unknown,no
2783,6,-1,-1,0,unknown,no
2784,29,-1,-1,0,unknown,no
2785,8,-1,-1,0,unknown,no
2786,14,-1,-1,0,unknown,no
2787,4,-1,-1,0,unknown,no
2788,1,108,108,2,other,no
2789,5,-1,-1,0,unknown,no
2790,1,-1,-1,0,unknown,no
2791,2,-1,-1,0,unknown,no
2792,1,106,106,1,failure,yes
2793,1,95,95,2,success,yes
2794,5,335,335,9,other,no
2795,1,-1,-1,0,unknown,no
2796,1,189,189,2,failure,no
2797,2,-1,-1,0,unknown,yes
2798,23,-1,-1,0,unknown,no
2799,10,-1,-1,0,unknown,no
2800,15,-1,-1,0,unknown,no
2801,1,-1,-1,0,unknown,no
2802,5,-1,-1,0,unknown,no
2803,2,-1,-1,0,unknown,yes
2804,1,-1,-1,0,unknown,no
2805,2,-1,-1,0,unknown,no
2806,1,-1,-1,0,unknown,no
2807,1,-1,-1,0,unknown,no
2808,2,-1,-1,0,unknown,no
2809,2,-1,-1,0,unknown,no
2810,1,-1,-1,0,unknown,no
2811,1,-1,-1,0,unknown,no
2812,1,-1,-1,0,unknown,no
2813,2,-1,-1,0,unknown,no
2814,1,315,315,2,failure,no
2815,2,-1,-1,0,unknown,no
2816,1,-1,-1,0,unknown,no
2817,1,-1,-1,0,unknown,no
2818,1,-1,-1,0,unknown,yes
2819,2,-1,-1,0,unknown,no
2820,2,-1,-1,0,unknown,no
2821,1,-1,-1,0,unknown,no
2822,2,-1,-1,0,unknown,no
2823,1,-1,-1,0,unknown,no
2824,1,178,178,1,success,no
2825,24,-1,-1,0,unknown,no
2826,2,-1,-1,0,unknown,no
2827,7,-1,-1,0,unknown,no
2828,3,-1,-1,0,unknown,no
2829,3,-1,-1,0,unknown,yes
2830,3,350,350,4,failure,no
2831,7,74,74,3,success,no
2832,1,367,367,2,success,no
2833,6,-1,-1,0,unknown,no
2834,1,-1,-1,0,unknown,no
2835,1,-1,-1,0,unknown,no
2836,1,178,178,1,other,no
2837,2,-1,-1,0,unknown,no
2838,1,-1,-1,0,unknown,no
2839,6,-1,-1,0,unknown,no
2840,1,-1,-1,0,unknown,no
2841,1,-1,-1,0,unknown,no
2842,2,-1,-1,0,unknown,no
2843,1,-1,-1,0,unknown,no
2844,1,-1,-1,0,unknown,yes
2845,8,-1,-1,0,unknown,no
2846,2,-1,-1,0,unknown,no
2847,5,-1,-1,0,unknown,no
2848,34,-1,-1,0,unknown,no
2849,22,-1,-1,0,unknown,no
2850,1,-1,-1,0,unknown,no
2851,1,-1,-1,0,unknown,no
2852,2,-1,-1,0,unknown,no
2853,2,-1,-1,0,unknown,no
2854,2,-1,-1,0,unknown,no
2855,5,-1,-1,0,unknown,no
2856,2,-1,-1,0,unknown,no
2857,1,279,279,2,failure,no
2858,2,-1,-1,0,unknown,no
2859,2,-1,-1,0,unknown,no
2860,1,-1,-1,0,unknown,no
2861,1,-1,-1,0,unknown,no
2862,1,347,347,2,success,yes
2863,2,-1,-1,0,unknown,no
2864,10,-1,-1,0,unknown,no
2865,29,-1,-1,0,unknown,no
2866,1,178,178,1,failure,no
2867,1,-1,-1,0,unknown,no
2868,1,-1,-1,0,unknown,no
2869,1,-1,-1,0,unknown,no
2870,1,-1,-1,0,unknown,no
2871,1,-1,-1,0,unknown,no
2872,5,-1,-1,0,unknown,yes
2873,17,-1,-1,0,unknown,yes
2874,1,-1,-1,0,unknown,yes
2875,1,-1,-1,0,unknown,no
2876,1,-1,-1,0,unknown,no
2877,2,-1,-1,0,unknown,no
2878,1,362,362,8,other,no
2879,5,-1,-1,0,unknown,no
2880,2,-1,-1,0,unknown,no
2881,1,-1,-1,0,unknown,no
2882,1,-1,-1,0,unknown,no
2883,1,-1,-1,0,unknown,no
2884,2,-1,-1,0,unknown,no
2885,5,-1,-1,0,unknown,no
2886,2,367,367,2,other,no
2887,2,-1,-1,0,unknown,no
2888,6,-1,-1,0,unknown,no
2889,3,-1,-1,0,unknown,no
2890,3,-1,-1,0,unknown,no
2891,2,-1,-1,0,unknown,no
2892,2,-1,-1,0,unknown,no
2893,2,-1,-1,0,unknown,no
2894,1,-1,-1,0,unknown,no
2895,1,-1,-1,0,unknown,no
2896,5,-1,-1,0,unknown,no
2897,1,370,370,1,failure,no
2898,3,-1,-1,0,unknown,no
2899,5,-1,-1,0,unknown,no
2900,1,-1,-1,0,unknown,no
2901,23,-1,-1,0,unknown,no
2902,8,-1,-1,0,unknown,no
2903,6,-1,-1,0,unknown,no
2904,3,374,374,2,other,no
2905,2,-1,-1,0,unknown,no
2906,21,-1,-1,0,unknown,no
2907,2,-1,-1,0,unknown,no
2908,2,-1,-1,0,unknown,no
2909,4,-1,-1,0,unknown,no
2910,1,-1,-1,0,unknown,no
2911,1,-1,-1,0,unknown,no
2912,1,-1,-1,0,unknown,no
2913,2,370,370,1,failure,no
2914,2,-1,-1,0,unknown,no
2915,2,-1,-1,0,unknown,no
2916,2,357,357,6,success,no
2917,18,-1,-1,0,unknown,no
2918,1,-1,-1,0,unknown,no
2919,1,355,355,3,failure,no
2920,1,-1,-1,0,unknown,no
2921,1,-1,-1,0,unknown,yes
2922,2,-1,-1,0,unknown,no
2923,1,-1,-1,0,unknown,no
2924,2,-1,-1,0,unknown,no
2925,2,-1,-1,0,unknown,no
2926,4,-1,-1,0,unknown,no
2927,2,-1,-1,0,unknown,no
2928,1,-1,-1,0,unknown,no
2929,5,294,294,3,failure,no
2930,2,-1,-1,0,unknown,no
2931,1,180,180,3,failure,no
2932,7,-1,-1,0,unknown,no
2933,2,-1,-1,0,unknown,yes
2934,6,-1,-1,0,unknown,no
2935,3,347,347,1,failure,no
2936,4,-1,-1,0,unknown,no
2937,1,-1,-1,0,unknown,no
2938,3,-1,-1,0,unknown,no
2939,1,-1,-1,0,unknown,no
2940,2,353,353,6,failure,no
2941,1,370,370,2,failure,no
2942,4,-1,-1,0,unknown,no
2943,2,-1,-1,0,unknown,no
2944,2,-1,-1,0,unknown,no
2945,1,-1,-1,0,unknown,no
2946,3,-1,-1,0,unknown,no
2947,1,-1,-1,0,unknown,no
2948,2,-1,-1,0,unknown,no
2949,1,-1,-1,0,unknown,no
2950,2,-1,-1,0,unknown,no
2951,5,-1,-1,0,unknown,no
2952,1,-1,-1,0,unknown,no
2953,1,-1,-1,0,unknown,no
2954,3,-1,-1,0,unknown,no
2955,1,264,264,9,failure,no
2956,1,-1,-1,0,unknown,no
2957,1,-1,-1,0,unknown,no
2958,2,-1,-1,0,unknown,no
2959,1,-1,-1,0,unknown,yes
2960,2,-1,-1,0,unknown,no
2961,2,-1,-1,0,unknown,no
2962,31,-1,-1,0,unknown,no
2963,2,-1,-1,0,unknown,no
2964,7,349,349,1,other,no
2965,2,-1,-1,0,unknown,no
2966,2,364,364,1,success,no
2967,2,-1,-1,0,unknown,no
2968,2,-1,-1,0,unknown,no
2969,2,355,355,1,failure,no
2970,3,349,349,2,other,no
2971,2,-1,-1,0,unknown,no
2972,2,356,356,2,failure,no
2973,5,-1,-1,0,unknown,no
2974,2,-1,-1,0,unknown,no
2975,4,332,332,4,other,yes
2976,5,297,297,1,other,no
2977,1,-1,-1,0,unknown,no
2978,2,-1,-1,0,unknown,no
2979,1,-1,-1,0,unknown,no
2980,1,-1,-1,0,unknown,no
2981,4,-1,-1,0,unknown,no
2982,15,-1,-1,0,unknown,no
2983,8,-1,-1,0,unknown,no
2984,1,-1,-1,0,unknown,no
2985,1,-1,-1,0,unknown,no
2986,12,-1,-1,0,unknown,no
2987,2,-1,-1,0,unknown,no
2988,2,264,264,5,failure,no
2989,1,-1,-1,0,unknown,no
2990,1,263,263,13,failure,no
2991,2,-1,-1,0,unknown,no
2992,5,-1,-1,0,unknown,no
2993,1,-1,-1,0,unknown,yes
2994,1,-1,-1,0,unknown,yes
2995,13,-1,-1,0,unknown,yes
2996,6,335,335,1,other,no
2997,6,-1,-1,0,unknown,no
2998,2,-1,-1,0,unknown,no
2999,2,-1,-1,0,unknown,no
3000,2,-1,-1,0,unknown,no
3001,2,-1,-1,0,unknown,no
3002,2,-1,-1,0,unknown,no
3003,4,301,301,2,success,no
3004,2,356,356,1,failure,no
3005,6,-1,-1,0,unknown,no
3006,4,-1,-1,0,unknown,no
3007,5,-1,-1,0,unknown,no
3008,4,-1,-1,0,unknown,no
3009,4,-1,-1,0,unknown,no
3010,11,-1,-1,0,unknown,no
3011,6,-1,-1,0,unknown,no
3012,2,178,178,3,failure,no
3013,2,356,356,4,other,no
3014,5,-1,-1,0,unknown,no
3015,6,-1,-1,0,unknown,no
3016,5,354,354,7,other,no
3017,4,-1,-1,0,unknown,yes
3018,3,355,355,5,failure,no
3019,2,-1,-1,0,unknown,no
3020,4,-1,-1,0,unknown,yes
3021,3,-1,-1,0,unknown,no
3022,3,-1,-1,0,unknown,no
3023,3,-1,-1,0,unknown,no
3024,17,-1,-1,0,unknown,no
3025,4,153,153,1,failure,no
3026,2,-1,-1,0,unknown,yes
3027,5,364,364,13,failure,no
3028,4,-1,-1,0,unknown,yes
3029,1,-1,-1,0,unknown,no
3030,2,-1,-1,0,unknown,no
3031,9,-1,-1,0,unknown,no
3032,28,-1,-1,0,unknown,no
3033,12,-1,-1,0,unknown,no
3034,2,-1,-1,0,unknown,no
3035,6,-1,-1,0,unknown,no
3036,3,-1,-1,0,unknown,no
3037,3,-1,-1,0,unknown,no
3038,3,-1,-1,0,unknown,no
3039,2,-1,-1,0,unknown,yes
3040,2,-1,-1,0,unknown,no
3041,2,-1,-1,0,unknown,no
3042,4,341,341,19,failure,no
3043,4,-1,-1,0,unknown,no
3044,2,370,370,2,other,no
3045,3,-1,-1,0,unknown,no
3046,2,311,311,2,failure,no
3047,9,-1,-1,0,unknown,yes
3048,4,-1,-1,0,unknown,no
3049,2,299,299,3,other,no
3050,3,-1,-1,0,unknown,no
3051,4,273,273,7,other,no
3052,3,-1,-1,0,unknown,no
3053,3,-1,-1,0,unknown,no
3054,2,315,315,3,failure,no
3055,2,-1,-1,0,unknown,yes
3056,10,-1,-1,0,unknown,no
3057,1,-1,-1,0,unknown,no
3058,3,-1,-1,0,unknown,no
3059,4,-1,-1,0,unknown,no
3060,3,-1,-1,0,unknown,no
3061,3,-1,-1,0,unknown,no
3062,2,-1,-1,0,unknown,no
3063,3,-1,-1,0,unknown,no
3064,2,-1,-1,0,unknown,no
3065,8,-1,-1,0,unknown,yes
3066,2,-1,-1,0,unknown,no
3067,2,-1,-1,0,unknown,no
3068,3,178,178,3,other,no
3069,2,-1,-1,0,unknown,no
3070,7,-1,-1,0,unknown,no
3071,2,-1,-1,0,unknown,no
3072,4,374,374,1,other,no
3073,3,-1,-1,0,unknown,no
3074,3,-1,-1,0,unknown,no
3075,3,-1,-1,0,unknown,no
3076,6,-1,-1,0,unknown,no
3077,2,350,350,4,other,no
3078,2,-1,-1,0,unknown,no
3079,8,-1,-1,0,unknown,no
3080,2,-1,-1,0,unknown,no
3081,4,-1,-1,0,unknown,no
3082,2,333,333,2,failure,no
3083,5,-1,-1,0,unknown,no
3084,1,-1,-1,0,unknown,no
3085,6,-1,-1,0,unknown,no
3086,4,-1,-1,0,unknown,no
3087,5,-1,-1,0,unknown,no
3088,5,-1,-1,0,unknown,no
3089,3,-1,-1,0,unknown,no
3090,2,-1,-1,0,unknown,no
3091,2,-1,-1,0,unknown,no
3092,6,-1,-1,0,unknown,no
3093,3,-1,-1,0,unknown,no
3094,2,-1,-1,0,unknown,no
3095,3,-1,-1,0,unknown,no
3096,2,346,346,2,failure,no
3097,2,-1,-1,0,unknown,no
3098,2,-1,-1,0,unknown,no
3099,3,374,374,1,other,no
3100,2,272,272,6,failure,no
3101,3,-1,-1,0,unknown,no
3102,3,-1,-1,0,unknown,no
3103,2,-1,-1,0,unknown,no
3104,4,-1,-1,0,unknown,no
3105,1,-1,-1,0,unknown,no
3106,1,356,356,1,failure,no
3107,1,279,279,2,failure,no
3108,19,-1,-1,0,unknown,no
3109,1,-1,-1,0,unknown,no
3110,4,-1,-1,0,unknown,no
3111,2,-1,-1,0,unknown,no
3112,7,-1,-1,0,unknown,no
3113,8,-1,-1,0,unknown,no
3114,2,354,354,2,failure,no
3115,2,-1,-1,0,unknown,no
3116,2,336,336,2,success,no
3117,4,362,362,1,failure,no
3118,5,-1,-1,0,unknown,no
3119,21,-1,-1,0,unknown,no
3120,7,-1,-1,0,unknown,no
3121,6,-1,-1,0,unknown,no
3122,3,-1,-1,0,unknown,no
3123,2,-1,-1,0,unknown,no
3124,2,-1,-1,0,unknown,yes
3125,2,356,356,2,failure,no
3126,2,-1,-1,0,unknown,no
3127,1,-1,-1,0,unknown,no
3128,4,-1,-1,0,unknown,no
3129,3,364,364,1,other,no
3130,1,355,355,2,failure,yes
3131,1,370,370,3,failure,no
3132,6,-1,-1,0,unknown,yes
3133,1,-1,-1,0,unknown,no
3134,1,-1,-1,0,unknown,yes
3135,1,355,355,1,other,no
3136,1,355,355,2,failure,no
3137,4,-1,-1,0,unknown,no
3138,1,-1,-1,0,unknown,yes
3139,1,-1,-1,0,unknown,no
3140,3,-1,-1,0,unknown,no
3141,1,-1,-1,0,unknown,yes
3142,1,-1,-1,0,unknown,yes
3143,1,-1,-1,0,unknown,no
3144,3,-1,-1,0,unknown,no
3145,2,-1,-1,0,unknown,no
3146,2,-1,-1,0,unknown,no
3147,1,-1,-1,0,unknown,no
3148,1,-1,-1,0,unknown,yes
3149,25,-1,-1,0,unknown,no
3150,1,306,306,4,success,no
3151,1,-1,-1,0,unknown,yes
3152,8,-1,-1,0,unknown,no
3153,8,-1,-1,0,unknown,no
3154,2,-1,-1,0,unknown,no
3155,2,-1,-1,0,unknown,no
3156,2,-1,-1,0,unknown,no
3157,5,355,355,2,failure,yes
3158,4,-1,-1,0,unknown,no
3159,2,-1,-1,0,unknown,no
3160,25,-1,-1,0,unknown,no
3161,2,321,321,14,other,no
3162,4,-1,-1,0,unknown,no
3163,5,-1,-1,0,unknown,no
3164,8,-1,-1,0,unknown,no
3165,4,-1,-1,0,unknown,no
3166,4,-1,-1,0,unknown,no
3167,3,349,349,32,failure,no
3168,2,-1,-1,0,unknown,no
3169,3,-1,-1,0,unknown,no
3170,24,-1,-1,0,unknown,no
3171,3,-1,-1,0,unknown,no
3172,7,-1,-1,0,unknown,no
3173,7,-1,-1,0,unknown,no
3174,2,-1,-1,0,unknown,no
3175,2,-1,-1,0,unknown,no
3176,3,-1,-1,0,unknown,no
3177,13,-1,-1,0,unknown,no
3178,11,-1,-1,0,unknown,no
3179,3,-1,-1,0,unknown,no
3180,7,-1,-1,0,unknown,no
3181,3,-1,-1,0,unknown,no
3182,6,-1,-1,0,unknown,no
3183,6,378,378,2,failure,no
3184,6,-1,-1,0,unknown,no
3185,7,-1,-1,0,unknown,no
3186,2,-1,-1,0,unknown,no
3187,11,-1,-1,0,unknown,no
3188,19,-1,-1,0,unknown,no
3189,6,-1,-1,0,unknown,no
3190,3,178,178,1,success,no
3191,3,374,374,3,other,no
3192,14,-1,-1,0,unknown,no
3193,3,350,350,2,failure,no
3194,4,-1,-1,0,unknown,no
3195,3,-1,-1,0,unknown,no
3196,14,-1,-1,0,unknown,no
3197,6,-1,-1,0,unknown,no
3198,3,360,360,1,failure,no
3199,2,347,347,3,other,no
3200,8,-1,-1,0,unknown,no
3201,2,-1,-1,0,unknown,no
3202,3,-1,-1,0,unknown,no
3203,2,-1,-1,0,unknown,no
3204,2,-1,-1,0,unknown,no
3205,2,-1,-1,0,unknown,no
3206,1,-1,-1,0,unknown,no
3207,1,-1,-1,0,unknown,no
3208,1,-1,-1,0,unknown,yes
3209,1,442,442,2,failure,no
3210,2,-1,-1,0,unknown,no
3211,1,-1,-1,0,unknown,no
3212,1,-1,-1,0,unknown,yes
3213,1,-1,-1,0,unknown,no
3214,2,150,150,4,other,no
3215,3,-1,-1,0,unknown,no
3216,2,254,254,2,failure,no
3217,1,-1,-1,0,unknown,no
3218,3,-1,-1,0,unknown,no
3219,2,319,319,1,failure,no
3220,1,-1,-1,0,unknown,no
3221,1,90,90,1,success,no
