index,contact,day,month,duration
5134,cellular,18,jul,73.0
5135,cellular,18,jul,1127.0
5136,cellular,21,nov,102.0
5137,cellular,18,jul,1503.0
5138,telephone,18,jul,183.0
5139,cellular,21,nov,52.0
5140,cellular,18,jul,297.0
5141,cellular,21,nov,58.0
5142,cellular,18,jul,92.0
5143,cellular,18,jul,317.0
5144,cellular,22,jun,983.0
5145,cellular,18,jul,352.0
5146,cellular,18,jul,34.0
5147,cellular,18,jul,215.0
5148,cellular,18,jul,635.0
5149,cellular,18,jul,49.0
5150,cellular,21,nov,224.0
5151,cellular,22,jun,459.0
5152,cellular,18,jul,97.0
5153,cellular,18,jul,595.0
5154,cellular,20,apr,386.0
5155,cellular,30,jun,103.0
5156,cellular,18,jul,362.0
5157,cellular,18,jul,177.0
5158,cellular,18,jul,269.0
5159,cellular,20,apr,399.0
5160,cellular,18,jul,47.0
5161,cellular,18,jul,121.0
5162,cellular,18,jul,174.0
5163,cellular,18,jul,483.0
5164,cellular,21,nov,53.0
5165,cellular,18,jul,226.0
5166,cellular,21,nov,149.0
5167,cellular,18,jul,337.0
5168,cellular,18,jul,238.0
5169,cellular,21,nov,119.0
5170,cellular,18,jul,359.0
5171,cellular,18,jul,116.0
5172,cellular,20,apr,185.0
5173,cellular,21,nov,259.0
5174,cellular,18,jul,610.0
5175,cellular,18,jul,223.0
5176,cellular,18,jul,106.0
5177,cellular,18,jul,286.0
5178,cellular,18,jul,383.0
5179,cellular,21,nov,107.0
5180,cellular,18,jul,560.0
5181,cellular,18,jul,246.0
5182,cellular,18,jul,658.0
5183,cellular,18,jul,640.0
5184,cellular,18,jul,263.0
5185,cellular,21,nov,94.0
5186,cellular,18,jul,508.0
5187,cellular,18,jul,117.0
5188,cellular,18,jul,354.0
5189,cellular,20,apr,218.0
5190,cellular,18,jul,96.0
5191,cellular,18,jul,381.0
5192,cellular,21,nov,108.0
5193,cellular,18,jul,67.0
5194,cellular,18,jul,133.0
5195,cellular,20,apr,131.0
5196,cellular,18,jul,65.0
5197,cellular,18,jul,302.0
5198,cellular,20,apr,19.0
5199,cellular,18,jul,25.0
5200,cellular,1,jul,132.0
5201,cellular,21,nov,220.0
5202,cellular,18,jul,147.0
5203,cellular,20,apr,234.0
5204,cellular,1,jul,1057.0
5205,cellular,21,jul,115.0
5206,cellular,20,apr,670.0
5207,cellular,21,jul,336.0
5208,cellular,22,jul,70.0
5209,cellular,22,jul,1077.0
5210,cellular,22,jul,152.0
5211,cellular,21,nov,555.0
5212,cellular,22,jul,278.0
5213,cellular,20,apr,207.0
5214,cellular,5,jun,244.0
5215,cellular,22,jul,77.0
5216,cellular,22,jul,135.0
5217,cellular,22,jul,139.0
5218,cellular,22,jul,153.0
5219,cellular,22,jul,163.0
5220,cellular,20,apr,37.0
5221,cellular,22,jul,58.0
5222,cellular,20,apr,72.0
5223,cellular,22,jul,98.0
5224,cellular,22,jul,1352.0
5225,cellular,22,jul,96.0
5226,cellular,22,jul,76.0
5227,cellular,21,nov,144.0
5228,cellular,21,nov,169.0
5229,cellular,20,apr,712.0
5230,cellular,22,jul,72.0
5231,cellular,22,jul,178.0
5232,cellular,20,apr,207.0
5233,telephone,20,apr,24.0
5234,cellular,22,jul,254.0
5235,cellular,5,jun,89.0
5236,cellular,21,nov,105.0
5237,cellular,5,jun,548.0
5238,cellular,22,jul,702.0
5239,cellular,22,jul,132.0
5240,cellular,21,nov,849.0
5241,cellular,22,jul,527.0
5242,cellular,22,jul,139.0
5243,cellular,20,apr,18.0
5244,cellular,5,jun,138.0
5245,telephone,5,jun,614.0
5246,cellular,21,nov,271.0
5247,cellular,22,jul,185.0
5248,cellular,22,jul,422.0
5249,cellular,22,jul,66.0
5250,cellular,22,jul,161.0
5251,cellular,22,jul,259.0
5252,cellular,22,jul,307.0
5253,cellular,22,jul,80.0
5254,cellular,22,jul,90.0
5255,cellular,21,nov,102.0
5256,cellular,22,jul,420.0
5257,cellular,21,nov,235.0
5258,cellular,20,apr,254.0
5259,telephone,21,jul,722.0
5260,cellular,21,jul,97.0
5261,cellular,21,jul,445.0
5262,cellular,21,jul,322.0
5263,cellular,21,jul,314.0
5264,cellular,21,jul,189.0
5265,cellular,21,jul,111.0
5266,telephone,21,jul,184.0
5267,cellular,20,apr,12.0
5268,telephone,21,jul,100.0
5269,cellular,21,jul,147.0
5270,cellular,8,jun,301.0
5271,cellular,21,jul,78.0
5272,cellular,21,jul,419.0
5273,cellular,21,jul,357.0
5274,telephone,21,jul,177.0
5275,cellular,21,jul,193.0
5276,cellular,21,jul,898.0
5277,cellular,21,jul,322.0
5278,cellular,21,jul,551.0
5279,cellular,21,jul,105.0
5280,cellular,20,apr,42.0
5281,telephone,22,jul,44.0
5282,cellular,20,apr,128.0
5283,cellular,8,jun,127.0
5284,cellular,22,jul,95.0
5285,cellular,22,jul,238.0
5286,cellular,22,jul,121.0
5287,cellular,22,jul,637.0
5288,cellular,22,jul,102.0
5289,cellular,21,nov,114.0
5290,cellular,22,jul,261.0
5291,cellular,8,jun,86.0
5292,cellular,20,apr,97.0
5293,cellular,22,jul,87.0
5294,cellular,21,nov,81.0
5295,cellular,22,jul,93.0
5296,cellular,22,jul,383.0
5297,cellular,20,apr,123.0
5298,cellular,22,jul,181.0
5299,cellular,21,nov,73.0
5300,cellular,22,jul,712.0
5301,cellular,21,nov,184.0
5302,cellular,22,jul,159.0
5303,cellular,21,nov,51.0
5304,telephone,22,jul,80.0
5305,cellular,22,jul,176.0
5306,cellular,22,jul,268.0
5307,telephone,21,jul,105.0
5308,cellular,22,jul,611.0
5309,cellular,22,jul,67.0
5310,cellular,5,jun,77.0
5311,cellular,5,jun,509.0
5312,cellular,22,jul,62.0
5313,cellular,22,jul,369.0
5314,cellular,5,jun,133.0
5315,cellular,22,jul,611.0
5316,cellular,21,nov,963.0
5317,cellular,21,nov,203.0
5318,cellular,22,jul,99.0
5319,cellular,22,jul,70.0
5320,cellular,21,nov,796.0
5321,telephone,22,jul,261.0
5322,cellular,22,jul,81.0
5323,cellular,21,nov,189.0
5324,cellular,22,jul,270.0
5325,cellular,22,jul,106.0
5326,cellular,22,jul,129.0
5327,cellular,5,jun,159.0
5328,cellular,21,nov,1022.0
5329,cellular,20,apr,79.0
5330,cellular,21,nov,89.0
5331,cellular,21,nov,56.0
5332,cellular,20,apr,690.0
5333,cellular,22,jul,246.0
5334,cellular,21,nov,146.0
5335,telephone,5,jun,227.0
5336,cellular,22,jul,263.0
5337,cellular,22,jul,662.0
5338,cellular,21,nov,957.0
5339,cellular,22,jul,632.0
5340,cellular,22,jul,101.0
5341,cellular,21,nov,202.0
5342,cellular,22,jul,1508.0
5343,cellular,20,apr,166.0
5344,cellular,22,jul,24.0
5345,cellular,22,jul,209.0
5346,cellular,22,jul,578.0
5347,cellular,22,jul,153.0
5348,cellular,22,jul,443.0
5349,cellular,22,jul,115.0
5350,cellular,5,jun,149.0
5351,cellular,22,jul,211.0
5352,cellular,21,nov,758.0
5353,cellular,20,apr,21.0
5354,cellular,22,jul,654.0
5355,cellular,21,nov,154.0
5356,cellular,22,jul,59.0
5357,cellular,22,jul,150.0
5358,telephone,22,jul,215.0
5359,cellular,22,jul,599.0
5360,cellular,20,apr,274.0
5361,cellular,20,apr,450.0
5362,cellular,22,jul,271.0
5363,cellular,22,jul,485.0
5364,telephone,22,jul,74.0
5365,cellular,22,jul,189.0
5366,cellular,22,jul,273.0
5367,cellular,22,jul,89.0
5368,cellular,22,jul,56.0
5369,cellular,22,jul,520.0
5370,cellular,20,apr,59.0
5371,cellular,22,jul,118.0
5372,cellular,20,apr,164.0
5373,cellular,5,jun,103.0
5374,cellular,22,jul,65.0
5375,cellular,22,jul,40.0
5376,cellular,22,jul,1545.0
5377,cellular,20,apr,163.0
5378,cellular,22,jul,152.0
5379,cellular,20,apr,260.0
5380,cellular,22,jul,247.0
5381,cellular,22,jul,88.0
5382,cellular,22,jul,1288.0
5383,cellular,21,nov,44.0
5384,cellular,22,jul,654.0
5385,cellular,5,jun,76.0
5386,cellular,22,jul,106.0
5387,cellular,22,jul,151.0
5388,cellular,21,nov,143.0
5389,telephone,22,jul,605.0
5390,cellular,22,jul,120.0
5391,cellular,22,jul,272.0
5392,telephone,22,jul,27.0
5393,cellular,22,jul,65.0
5394,cellular,22,jul,455.0
5395,cellular,22,jul,188.0
5396,cellular,22,jul,117.0
5397,cellular,21,nov,169.0
5398,cellular,22,jul,506.0
5399,cellular,22,jul,188.0
5400,cellular,22,jul,352.0
5401,cellular,21,nov,80.0
5402,cellular,22,jul,200.0
5403,cellular,20,apr,90.0
5404,cellular,22,jul,285.0
5405,cellular,8,jun,84.0
5406,telephone,21,jul,86.0
5407,telephone,21,jul,65.0
5408,cellular,21,jul,410.0
5409,cellular,21,jul,153.0
5410,cellular,21,jul,333.0
5411,cellular,21,jul,151.0
5412,cellular,21,jul,157.0
5413,cellular,21,jul,116.0
5414,cellular,21,jul,200.0
5415,telephone,21,nov,312.0
5416,cellular,21,jul,228.0
5417,cellular,20,apr,28.0
5418,cellular,21,jul,357.0
5419,cellular,21,nov,89.0
5420,cellular,21,jul,255.0
5421,cellular,21,jul,881.0
5422,cellular,21,jul,623.0
5423,cellular,21,nov,48.0
5424,cellular,21,jul,80.0
5425,cellular,21,jul,471.0
5426,cellular,21,nov,171.0
5427,cellular,21,jul,1156.0
5428,cellular,21,jul,87.0
5429,cellular,21,jul,240.0
5430,cellular,21,jul,81.0
5431,cellular,21,jul,56.0
5432,cellular,15,jun,382.0
5433,telephone,21,jul,691.0
5434,cellular,21,jul,250.0
5435,cellular,21,jul,588.0
5436,cellular,21,nov,306.0
5437,cellular,21,jul,112.0
5438,cellular,21,jul,46.0
5439,telephone,21,jul,171.0
5440,cellular,21,jul,676.0
5441,cellular,21,jul,292.0
5442,cellular,21,jul,181.0
5443,telephone,21,jul,443.0
5444,cellular,21,jul,295.0
5445,cellular,21,jul,142.0
5446,cellular,21,jul,167.0
5447,telephone,21,jul,18.0
5448,cellular,15,jun,139.0
5449,telephone,21,jul,742.0
5450,cellular,21,nov,202.0
5451,cellular,21,jul,594.0
5452,cellular,21,nov,55.0
5453,cellular,20,apr,317.0
5454,cellular,21,nov,552.0
5455,cellular,20,apr,314.0
5456,cellular,21,jul,339.0
5457,cellular,21,jul,129.0
5458,cellular,21,jul,149.0
5459,telephone,21,nov,70.0
5460,telephone,21,nov,162.0
5461,cellular,21,jul,919.0
5462,cellular,21,jul,678.0
5463,cellular,21,nov,38.0
5464,cellular,21,jul,141.0
5465,cellular,21,jul,369.0
5466,cellular,21,jul,221.0
5467,cellular,21,jul,1039.0
5468,cellular,20,apr,712.0
5469,cellular,21,jul,101.0
5470,cellular,21,nov,18.0
5471,cellular,20,apr,62.0
5472,cellular,21,jul,369.0
5473,cellular,21,jul,54.0
5474,cellular,21,jul,93.0
5475,cellular,21,nov,72.0
5476,cellular,21,nov,164.0
5477,cellular,21,jul,95.0
5478,cellular,15,jun,322.0
5479,cellular,21,jul,479.0
5480,cellular,21,jul,171.0
5481,cellular,20,apr,401.0
5482,cellular,21,jul,1080.0
5483,cellular,20,apr,59.0
5484,cellular,21,jul,553.0
5485,cellular,21,jul,245.0
5486,cellular,21,jul,507.0
5487,cellular,21,jul,808.0
5488,telephone,21,jul,79.0
5489,cellular,21,jul,119.0
5490,telephone,21,jul,733.0
5491,cellular,21,nov,79.0
5492,cellular,21,jul,111.0
5493,cellular,21,jul,163.0
5494,cellular,20,apr,142.0
5495,cellular,21,jul,204.0
5496,cellular,21,jul,356.0
5497,cellular,20,apr,319.0
5498,cellular,21,jul,449.0
5499,cellular,21,jul,357.0
5500,cellular,21,jul,1017.0
5501,cellular,21,jul,237.0
5502,cellular,21,jul,51.0
5503,telephone,21,jul,61.0
5504,cellular,21,nov,115.0
5505,cellular,21,jul,149.0
5506,cellular,15,jun,95.0
5507,cellular,21,jul,167.0
5508,cellular,21,nov,105.0
5509,cellular,20,apr,714.0
5510,cellular,21,jul,127.0
5511,cellular,21,jul,338.0
5512,cellular,21,nov,526.0
5513,cellular,20,apr,13.0
5514,cellular,12,jun,105.0
5515,cellular,21,nov,64.0
5516,cellular,20,apr,698.0
5517,cellular,21,jul,833.0
5518,cellular,20,apr,9.0
5519,cellular,20,apr,277.0
5520,cellular,21,jul,199.0
5521,cellular,12,jun,175.0
5522,cellular,21,nov,83.0
5523,telephone,21,jul,342.0
5524,cellular,21,jul,87.0
5525,cellular,21,jul,91.0
5526,cellular,21,jul,262.0
5527,cellular,21,jul,106.0
5528,telephone,21,nov,425.0
5529,cellular,21,nov,166.0
5530,cellular,21,jul,236.0
5531,cellular,20,apr,257.0
5532,cellular,21,jul,522.0
5533,cellular,20,apr,124.0
5534,cellular,21,nov,60.0
5535,cellular,21,nov,113.0
5536,cellular,21,jul,240.0
5537,cellular,21,nov,70.0
5538,cellular,21,nov,13.0
5539,cellular,21,jul,251.0
5540,cellular,9,jun,106.0
5541,cellular,21,jul,276.0
5542,cellular,21,jul,208.0
5543,cellular,21,jul,130.0
5544,cellular,20,apr,98.0
5545,cellular,21,jul,173.0
5546,cellular,20,apr,658.0
5547,cellular,21,jul,91.0
5548,cellular,20,apr,322.0
5549,cellular,21,jul,769.0
5550,cellular,21,jul,81.0
5551,cellular,21,nov,214.0
5552,cellular,21,jul,59.0
5553,cellular,9,jun,67.0
5554,cellular,21,jul,929.0
5555,cellular,21,nov,330.0
5556,cellular,12,jun,234.0
5557,cellular,21,jul,249.0
5558,cellular,21,nov,144.0
5559,cellular,20,apr,369.0
5560,cellular,21,jul,68.0
5561,cellular,21,jul,857.0
5562,cellular,21,jul,210.0
5563,cellular,21,nov,397.0
5564,cellular,21,nov,140.0
5565,cellular,15,jun,268.0
5566,cellular,21,jul,91.0
5567,cellular,15,jun,441.0
5568,cellular,20,apr,79.0
5569,cellular,21,jul,132.0
5570,telephone,21,jul,107.0
5571,cellular,15,jun,151.0
5572,cellular,21,nov,70.0
5573,cellular,21,jul,147.0
5574,cellular,21,nov,316.0
5575,cellular,21,jul,250.0
5576,cellular,15,jun,114.0
5577,cellular,21,jul,222.0
5578,cellular,21,jul,407.0
5579,cellular,21,jul,1220.0
5580,cellular,21,jul,213.0
5581,cellular,21,jul,260.0
5582,cellular,21,nov,283.0
5583,cellular,21,jul,474.0
5584,cellular,12,jun,177.0
5585,cellular,21,jul,510.0
5586,cellular,21,jul,509.0
5587,cellular,21,jul,577.0
5588,telephone,21,jul,1130.0
5589,cellular,21,jul,237.0
5590,cellular,21,jul,91.0
5591,cellular,21,jul,291.0
5592,cellular,21,jul,172.0
5593,cellular,21,jul,71.0
5594,cellular,21,jul,862.0
5595,cellular,21,jul,366.0
5596,cellular,12,jun,110.0
5597,cellular,21,jul,60.0
5598,cellular,21,nov,365.0
5599,cellular,21,jul,319.0
5600,cellular,21,jul,211.0
5601,cellular,21,jul,381.0
5602,cellular,21,jul,690.0
5603,cellular,20,apr,222.0
5604,cellular,20,apr,111.0
5605,cellular,2,jul,135.0
5606,cellular,21,nov,47.0
5607,cellular,17,jul,740.0
5608,cellular,15,jul,838.0
5609,cellular,20,apr,65.0
5610,cellular,20,apr,114.0
5611,cellular,20,apr,12.0
5612,cellular,15,jul,115.0
5613,cellular,17,apr,479.0
5614,cellular,15,jul,216.0
5615,cellular,6,aug,99.0
5616,cellular,21,nov,162.0
5617,cellular,17,apr,184.0
5618,telephone,21,nov,61.0
5619,cellular,6,aug,975.0
5620,telephone,15,jul,59.0
5621,telephone,15,jul,78.0
5622,cellular,6,aug,126.0
5623,cellular,15,jul,98.0
5624,cellular,15,jul,364.0
5625,cellular,15,jul,323.0
5626,cellular,15,jul,120.0
5627,cellular,6,aug,107.0
5628,cellular,15,jul,357.0
5629,cellular,15,jul,136.0
5630,cellular,15,jul,490.0
5631,cellular,20,apr,196.0
5632,cellular,15,jul,146.0
5633,cellular,5,aug,226.0
5634,cellular,21,nov,70.0
5635,cellular,21,nov,519.0
5636,cellular,15,jul,160.0
5637,cellular,21,nov,61.0
5638,telephone,15,jul,62.0
5639,cellular,15,jul,87.0
5640,telephone,15,jul,1142.0
5641,cellular,20,apr,10.0
5642,cellular,15,jul,114.0
5643,cellular,15,jul,163.0
5644,cellular,15,jul,632.0
5645,cellular,21,nov,163.0
5646,cellular,5,aug,156.0
5647,cellular,15,jul,812.0
5648,telephone,5,aug,100.0
5649,cellular,15,jul,419.0
5650,telephone,15,jul,265.0
5651,cellular,15,jul,159.0
5652,cellular,20,apr,148.0
5653,telephone,15,jul,112.0
5654,telephone,15,jul,232.0
5655,cellular,15,jul,347.0
5656,cellular,15,jul,419.0
5657,cellular,16,jul,276.0
5658,telephone,17,apr,114.0
5659,telephone,15,jul,159.0
5660,cellular,6,aug,1452.0
5661,cellular,15,jul,134.0
5662,cellular,6,aug,142.0
5663,cellular,15,jul,98.0
5664,cellular,15,jul,257.0
5665,cellular,15,jul,149.0
5666,telephone,15,jul,541.0
5667,telephone,21,nov,29.0
5668,cellular,15,jul,111.0
5669,cellular,15,jul,479.0
5670,cellular,21,nov,1540.0
5671,cellular,21,nov,39.0
5672,cellular,15,jul,211.0
5673,cellular,15,jul,111.0
5674,telephone,21,nov,544.0
5675,cellular,15,jul,83.0
5676,cellular,17,apr,200.0
5677,cellular,15,jul,157.0
5678,cellular,15,jul,555.0
5679,cellular,15,jul,61.0
5680,cellular,17,apr,660.0
5681,cellular,15,jul,135.0
5682,cellular,15,jul,157.0
5683,cellular,21,nov,285.0
5684,cellular,15,jul,275.0
5685,cellular,15,jul,197.0
5686,cellular,6,aug,121.0
5687,cellular,15,jul,673.0
5688,cellular,15,jul,150.0
5689,cellular,21,nov,32.0
5690,cellular,17,apr,72.0
5691,cellular,15,jul,107.0
5692,cellular,15,jul,155.0
5693,cellular,15,jul,179.0
5694,cellular,15,jul,196.0
5695,telephone,15,jul,237.0
5696,cellular,21,nov,22.0
5697,cellular,17,apr,291.0
5698,cellular,15,jul,612.0
5699,cellular,15,jul,123.0
5700,cellular,21,nov,281.0
5701,cellular,21,nov,36.0
5702,cellular,21,nov,165.0
5703,cellular,15,jul,1083.0
5704,cellular,15,jul,257.0
5705,cellular,21,nov,82.0
5706,telephone,16,jul,208.0
5707,cellular,21,nov,173.0
5708,cellular,21,nov,43.0
5709,cellular,21,nov,59.0
5710,cellular,16,jul,555.0
5711,cellular,21,nov,158.0
5712,cellular,16,jul,129.0
5713,cellular,20,apr,12.0
5714,cellular,16,jul,303.0
5715,cellular,20,apr,184.0
5716,cellular,16,jul,94.0
5717,cellular,16,jul,689.0
5718,cellular,16,jul,90.0
5719,cellular,21,nov,166.0
5720,cellular,16,jul,49.0
5721,cellular,21,nov,73.0
5722,cellular,16,jul,496.0
5723,cellular,21,nov,89.0
5724,cellular,16,jul,191.0
5725,cellular,20,apr,287.0
5726,cellular,4,aug,218.0
5727,cellular,21,nov,608.0
5728,cellular,16,jul,226.0
5729,cellular,16,jul,122.0
5730,cellular,20,apr,1332.0
5731,telephone,20,apr,33.0
5732,cellular,20,apr,7.0
5733,cellular,16,jul,83.0
5734,telephone,16,jul,109.0
5735,cellular,16,jul,202.0
5736,telephone,21,nov,85.0
5737,cellular,20,apr,390.0
5738,cellular,16,jul,873.0
5739,cellular,16,jul,39.0
5740,cellular,16,jul,318.0
5741,cellular,20,apr,397.0
5742,cellular,16,jul,464.0
5743,cellular,16,jul,830.0
5744,cellular,16,jul,57.0
5745,cellular,16,jul,72.0
5746,cellular,21,nov,237.0
5747,cellular,20,apr,774.0
5748,telephone,21,nov,33.0
5749,cellular,16,jul,155.0
5750,cellular,16,jul,435.0
5751,cellular,16,jul,294.0
5752,cellular,29,jul,292.0
5753,cellular,16,jul,206.0
5754,cellular,16,jul,60.0
5755,cellular,16,jul,272.0
5756,telephone,20,apr,384.0
5757,cellular,16,jul,41.0
5758,cellular,16,jul,221.0
5759,cellular,16,jul,130.0
5760,cellular,20,apr,415.0
5761,cellular,20,apr,483.0
5762,cellular,16,jul,132.0
5763,cellular,20,apr,19.0
5764,cellular,16,jul,172.0
5765,cellular,20,apr,95.0
5766,cellular,16,jul,64.0
5767,cellular,5,aug,397.0
5768,cellular,20,apr,345.0
5769,cellular,16,jul,464.0
5770,cellular,16,jul,81.0
5771,cellular,21,nov,394.0
5772,cellular,16,jul,510.0
5773,cellular,20,apr,12.0
5774,cellular,21,nov,8.0
5775,cellular,16,jul,350.0
5776,cellular,16,jul,186.0
5777,telephone,16,jul,174.0
5778,cellular,16,jul,767.0
5779,cellular,16,jul,298.0
5780,cellular,16,jul,95.0
5781,cellular,21,nov,139.0
5782,cellular,16,jul,344.0
5783,cellular,4,aug,182.0
5784,cellular,16,jul,57.0
5785,cellular,21,nov,173.0
5786,cellular,16,jul,46.0
5787,cellular,4,aug,505.0
5788,cellular,16,jul,284.0
5789,cellular,20,apr,630.0
5790,cellular,16,jul,400.0
5791,cellular,16,jul,1806.0
5792,cellular,21,nov,379.0
5793,cellular,16,jul,70.0
5794,cellular,4,aug,249.0
5795,cellular,16,jul,715.0
5796,cellular,16,jul,574.0
5797,cellular,16,jul,46.0
5798,cellular,21,nov,177.0
5799,cellular,4,aug,173.0
5800,cellular,20,apr,152.0
5801,telephone,16,jul,164.0
5802,cellular,21,nov,675.0
5803,cellular,16,jul,69.0
5804,cellular,16,jul,578.0
5805,telephone,15,jul,91.0
5806,cellular,21,nov,122.0
5807,cellular,28,jul,51.0
5808,cellular,17,apr,239.0
5809,cellular,15,jul,101.0
5810,cellular,15,jul,125.0
5811,cellular,15,jul,129.0
5812,cellular,15,jul,129.0
5813,cellular,10,aug,70.0
5814,cellular,21,nov,711.0
5815,cellular,21,nov,271.0
5816,cellular,15,jul,528.0
5817,cellular,15,jul,136.0
5818,cellular,17,apr,171.0
5819,cellular,15,jul,122.0
5820,cellular,10,aug,248.0
5821,cellular,15,jul,376.0
5822,cellular,15,jul,101.0
5823,cellular,17,apr,403.0
5824,cellular,15,jul,56.0
5825,cellular,21,nov,432.0
5826,cellular,17,apr,131.0
5827,cellular,21,nov,1195.0
5828,cellular,14,jul,546.0
5829,cellular,17,apr,829.0
5830,cellular,15,jul,169.0
5831,cellular,21,nov,75.0
5832,cellular,14,jul,457.0
5833,cellular,15,jul,231.0
5834,cellular,7,aug,353.0
5835,cellular,15,jul,368.0
5836,cellular,15,jul,202.0
5837,cellular,15,jul,659.0
5838,cellular,21,nov,229.0
5839,cellular,15,jul,94.0
5840,cellular,15,jul,138.0
5841,cellular,15,jul,131.0
5842,cellular,21,nov,330.0
5843,cellular,21,nov,41.0
5844,cellular,15,jul,274.0
5845,cellular,15,jul,56.0
5846,cellular,15,jul,164.0
5847,cellular,7,aug,231.0
5848,cellular,15,jul,184.0
5849,cellular,17,apr,547.0
5850,cellular,15,jul,92.0
5851,cellular,15,jul,104.0
5852,cellular,17,apr,193.0
5853,cellular,15,jul,249.0
5854,cellular,21,nov,639.0
5855,cellular,10,aug,73.0
5856,telephone,14,jul,102.0
5857,cellular,15,jul,80.0
5858,unknown,14,jul,12.0
5859,cellular,14,jul,330.0
5860,cellular,14,jul,235.0
5861,cellular,21,nov,244.0
5862,cellular,10,aug,352.0
5863,cellular,17,apr,108.0
5864,cellular,14,jul,149.0
5865,cellular,14,jul,615.0
5866,cellular,10,aug,107.0
5867,cellular,14,jul,149.0
5868,cellular,14,jul,565.0
5869,cellular,14,jul,240.0
5870,cellular,21,nov,11.0
5871,telephone,14,jul,167.0
5872,cellular,14,jul,43.0
5873,cellular,14,jul,304.0
5874,cellular,14,jul,171.0
5875,cellular,21,nov,214.0
5876,cellular,21,nov,208.0
5877,cellular,14,jul,444.0
5878,cellular,14,jul,118.0
5879,cellular,14,jul,218.0
5880,cellular,21,nov,378.0
5881,cellular,10,aug,155.0
5882,cellular,14,jul,72.0
5883,cellular,21,nov,70.0
5884,telephone,14,jul,109.0
5885,cellular,17,apr,119.0
5886,cellular,14,jul,
5887,cellular,17,apr,952.0
5888,cellular,14,jul,116.0
5889,cellular,10,aug,120.0
5890,cellular,10,aug,158.0
5891,telephone,14,jul,164.0
5892,cellular,14,jul,223.0
5893,cellular,21,nov,59.0
5894,cellular,14,jul,78.0
5895,cellular,14,jul,133.0
5896,cellular,14,jul,110.0
5897,cellular,14,jul,250.0
5898,cellular,17,apr,225.0
5899,cellular,14,jul,84.0
5900,cellular,14,jul,894.0
5901,cellular,10,aug,89.0
5902,cellular,21,nov,246.0
5903,cellular,10,aug,1529.0
5904,cellular,14,jul,36.0
5905,cellular,15,jul,195.0
5906,cellular,15,jul,401.0
5907,cellular,15,jul,192.0
5908,cellular,21,nov,169.0
5909,cellular,15,jul,274.0
5910,cellular,15,jul,317.0
5911,cellular,15,jul,218.0
5912,telephone,15,jul,280.0
5913,telephone,15,jul,277.0
5914,cellular,17,apr,1364.0
5915,cellular,21,nov,585.0
5916,cellular,21,nov,36.0
5917,telephone,15,jul,162.0
5918,cellular,15,jul,860.0
5919,telephone,17,apr,392.0
5920,cellular,15,jul,372.0
5921,cellular,15,jul,387.0
5922,cellular,15,jul,135.0
5923,cellular,15,jul,
5924,cellular,21,nov,888.0
5925,cellular,15,jul,106.0
5926,cellular,15,jul,53.0
5927,cellular,15,jul,83.0
5928,cellular,21,nov,14.0
5929,cellular,15,jul,503.0
5930,cellular,15,jul,130.0
5931,cellular,17,apr,427.0
5932,cellular,15,jul,201.0
5933,cellular,21,nov,681.0
5934,cellular,17,apr,324.0
5935,cellular,15,jul,119.0
5936,cellular,7,aug,88.0
5937,cellular,15,jul,348.0
5938,cellular,21,nov,88.0
5939,cellular,21,nov,369.0
5940,cellular,21,nov,148.0
5941,cellular,15,jul,103.0
5942,telephone,21,nov,64.0
5943,cellular,17,apr,
5944,cellular,21,nov,219.0
5945,cellular,21,nov,90.0
5946,cellular,21,nov,164.0
5947,cellular,21,nov,156.0
5948,cellular,7,aug,59.0
5949,cellular,21,nov,147.0
5950,cellular,15,jul,70.0
5951,cellular,15,jul,90.0
5952,cellular,7,aug,58.0
5953,cellular,15,jul,144.0
5954,telephone,15,jul,141.0
5955,cellular,7,aug,292.0
5956,cellular,15,jul,133.0
5957,cellular,15,jul,71.0
5958,cellular,17,apr,1038.0
5959,cellular,7,aug,262.0
5960,cellular,15,jul,121.0
5961,telephone,15,jul,49.0
5962,cellular,17,apr,326.0
5963,cellular,15,jul,315.0
5964,cellular,15,jul,109.0
5965,cellular,15,jul,101.0
5966,cellular,15,jul,815.0
5967,cellular,21,nov,705.0
5968,cellular,21,nov,225.0
5969,cellular,7,aug,215.0
5970,cellular,15,jul,317.0
5971,cellular,7,aug,221.0
5972,cellular,15,jul,753.0
5973,cellular,21,nov,634.0
5974,cellular,17,apr,544.0
5975,cellular,15,jul,63.0
5976,cellular,21,nov,855.0
5977,telephone,15,jul,289.0
5978,cellular,21,nov,258.0
5979,cellular,21,nov,484.0
5980,cellular,15,jul,368.0
5981,cellular,15,jul,232.0
5982,telephone,15,jul,174.0
5983,cellular,15,jul,60.0
5984,cellular,15,jul,126.0
5985,cellular,15,jul,59.0
5986,cellular,17,apr,1013.0
5987,cellular,21,nov,18.0
5988,cellular,15,jul,156.0
5989,cellular,17,apr,191.0
5990,cellular,21,nov,77.0
5991,cellular,21,nov,107.0
5992,cellular,15,jul,56.0
5993,cellular,15,jul,178.0
5994,cellular,15,jul,58.0
5995,cellular,15,jul,808.0
5996,cellular,15,jul,646.0
5997,cellular,7,aug,239.0
5998,cellular,21,nov,132.0
5999,cellular,21,nov,382.0
6000,cellular,15,jul,256.0
6001,cellular,21,nov,39.0
6002,cellular,17,apr,625.0
6003,cellular,21,nov,775.0
6004,cellular,15,jul,87.0
6005,cellular,16,jul,329.0
6006,cellular,16,jul,142.0
